class,cap-diameter,cap-shape,cap-surface,stem-width,has-ring
p,Small,Flat,Wrinkled,8.68,f
p,Medium,Sunken,missing,12.62,t
p,Moderate,Sunken,Silky,5.93,f
p,Moderate,Bell,Hairy,1.39,f
p,Moderate,Convex,Scaly,23.49,t
e,Tiny,Punctate,missing,14.7,f
p,Moderate,Convex,Grooved,0.7,f
e,Tiny,Convex,Silky,18.3,t
e,Tiny,Convex,Leathery,9.07,f
p,Medium,Convex,Grooved,2.2,f
p,Small,Punctate,Scaly,17.16,f
e,Tiny,Conical,Textured,11.34,f
p,Small,Flat,Leathery,4.39,f
e,Tiny,Convex,missing,23.81,f
e,Tiny,Convex,Smooth,18.21,f
p,Moderate,Convex,Hairy,6.21,t
p,Medium,Sunken,missing,5.57,f
e,Tiny,Convex,Hairy,4.54,t
e,Tiny,Convex,Silky,17.1,t
e,Tiny,Punctate,Scaly,13.56,t
e,Tiny,Flat,Grooved,2.91,f
e,Tiny,Convex,Smooth,25.46,f
p,Small,Others,Textured,0.0,f
p,Small,Convex,Silky,17.76,f
p,Moderate,Conical,Smooth,12.48,f
p,Moderate,Convex,Silky,14.81,f
p,Moderate,Convex,Smooth,22.47,f
e,Tiny,Flat,Silky,9.85,f
p,Moderate,Convex,Scaly,10.52,t
p,Medium,Others,Textured,0.0,f
p,Medium,Flat,Textured,25.27,f
e,Tiny,Convex,Hairy,5.61,t
e,Tiny,Convex,Iridescent,12.58,t
e,Tiny,Convex,Silky,18.9,t
e,Tiny,Flat,Scaly,23.79,t
e,Tiny,Convex,Grooved,1.98,f
p,Moderate,Conical,missing,3.45,f
p,Small,Convex,missing,12.09,f
p,Small,Sunken,Silky,5.19,f
p,Moderate,Bell,Scaly,4.26,f
p,Moderate,Convex,missing,9.67,f
p,Moderate,Convex,Smooth,9.22,t
p,Medium,Convex,Smooth,9.87,t
p,Medium,Flat,Wrinkled,6.38,f
p,Moderate,Convex,Dry,2.47,f
e,Tiny,Convex,Textured,16.24,t
p,Medium,Convex,Grooved,1.63,f
p,Moderate,Flat,Wrinkled,5.95,f
p,Moderate,Convex,Scaly,10.32,t
e,Tiny,Flat,Scaly,3.72,f
p,Small,Convex,Silky,7.32,t
e,Tiny,Convex,Hairy,6.68,f
p,Moderate,Convex,Dry,2.23,f
p,Small,Sunken,Textured,12.28,t
p,Medium,Convex,Scaly,16.13,t
p,Small,Sunken,missing,7.34,f
p,Small,Convex,Scaly,3.6,t
p,Small,Convex,Silky,7.87,f
e,Tiny,Punctate,Scaly,12.66,t
e,Tiny,Convex,missing,10.65,t
e,Tiny,Convex,Scaly,16.86,t
p,Small,Others,missing,15.82,f
e,Tiny,Others,missing,22.16,f
e,Tiny,Sunken,missing,19.47,f
e,Tiny,Punctate,Grooved,1.7,f
e,Tiny,Convex,Dry,34.13,f
e,Tiny,Bell,Grooved,1.44,f
p,Small,Convex,missing,12.21,f
e,Tiny,Convex,Dry,16.29,f
e,Tiny,Convex,Dry,9.79,f
p,Medium,Flat,Scaly,14.79,f
p,Small,Convex,Smooth,12.86,f
p,Moderate,Convex,missing,3.03,f
p,Medium,Others,Leathery,0.0,f
p,Medium,Convex,Hairy,14.4,t
e,Tiny,Sunken,Textured,16.31,f
e,Tiny,Convex,Smooth,29.04,f
p,Small,Bell,Scaly,17.33,f
e,Tiny,Convex,Hairy,14.06,t
p,Moderate,Flat,Dry,40.92,f
p,Small,Bell,Scaly,4.37,f
p,Medium,Others,Silky,0.0,t
e,Tiny,Flat,missing,13.94,f
p,Small,Others,missing,25.23,f
p,Moderate,Flat,missing,5.55,f
e,Tiny,Flat,Silky,9.32,f
p,Medium,Flat,Scaly,15.26,f
e,Tiny,Bell,Grooved,1.48,f
p,Medium,Convex,Dry,10.05,f
e,Tiny,Sunken,missing,22.08,f
p,Moderate,Bell,Silky,7.39,f
e,Tiny,Flat,Silky,24.96,f
p,Moderate,Convex,missing,33.58,f
e,Tiny,Convex,missing,6.23,f
p,Medium,Convex,Textured,7.04,t
e,Tiny,Flat,Dry,5.98,f
p,Moderate,Flat,Sticky,6.28,t
e,Tiny,Convex,Textured,12.05,f
p,Small,Convex,Iridescent,6.0,f
p,Medium,Convex,Scaly,5.44,f
p,Medium,Sunken,Textured,17.17,t
e,Tiny,Flat,missing,15.08,f
e,Tiny,Convex,Hairy,6.56,f
e,Tiny,Others,Leathery,57.41,f
e,Tiny,Punctate,Textured,55.75,f
e,Tiny,Convex,missing,7.04,f
p,Small,Convex,Dry,2.49,f
p,Moderate,Convex,Silky,7.76,f
p,Moderate,Convex,Silky,30.09,f
p,Medium,Convex,missing,11.91,f
e,Tiny,Flat,Textured,12.56,f
e,Tiny,Convex,Textured,11.2,f
e,Tiny,Convex,Hairy,5.75,f
p,Medium,Others,missing,22.94,f
e,Tiny,Convex,Smooth,26.66,f
p,Small,Convex,Textured,6.78,f
p,Moderate,Bell,Textured,2.45,t
p,Small,Sunken,missing,13.21,t
p,Moderate,Convex,missing,2.7,f
p,Moderate,Flat,Scaly,3.58,t
p,Moderate,Convex,missing,13.59,t
p,Small,Flat,Scaly,14.97,f
p,Medium,Convex,Scaly,12.85,t
p,Moderate,Flat,missing,11.93,f
p,Moderate,Convex,Grooved,0.8,f
p,Medium,Convex,Smooth,9.69,t
p,Medium,Sunken,missing,6.06,f
e,Tiny,Flat,Silky,16.83,t
e,Tiny,Convex,Hairy,11.58,f
e,Tiny,Convex,Textured,71.21,f
p,Moderate,Convex,missing,12.02,f
p,Moderate,Bell,Sticky,6.34,t
e,Tiny,Sunken,Silky,11.56,f
e,Tiny,Convex,missing,9.26,t
e,Tiny,Bell,Hairy,10.21,f
e,Tiny,Flat,Smooth,23.79,f
e,Small,Convex,Scaly,23.27,t
e,Tiny,Sunken,missing,8.63,f
e,Tiny,Others,Leathery,65.22,f
p,Medium,Sunken,Wrinkled,5.92,f
p,Small,Bell,Textured,2.38,t
e,Tiny,Convex,Silky,5.26,f
e,Small,Convex,Textured,5.24,f
e,Tiny,Convex,Hairy,16.03,t
e,Tiny,Flat,Textured,12.65,f
e,Small,Convex,Scaly,26.4,t
e,Tiny,Convex,Silky,10.1,f
p,Medium,Flat,Scaly,18.12,f
e,Tiny,Sunken,Textured,22.87,f
p,Small,Bell,Textured,2.58,t
p,Moderate,Conical,Smooth,12.79,f
p,Small,Flat,missing,17.48,f
p,Small,Flat,Textured,3.67,f
e,Tiny,Flat,Scaly,10.65,t
p,Moderate,Convex,Scaly,11.45,t
e,Small,Convex,missing,8.97,t
p,Small,Flat,Silky,8.36,f
p,Small,Bell,Grooved,3.12,f
p,Medium,Convex,Scaly,11.09,t
p,Medium,Flat,missing,9.68,f
e,Tiny,Flat,Hairy,4.26,f
p,Medium,Flat,Scaly,17.41,f
e,Tiny,Flat,Silky,21.74,f
p,Medium,Convex,missing,2.51,f
e,Tiny,Convex,missing,9.58,t
e,Tiny,Flat,Silky,10.67,f
e,Tiny,Convex,Textured,2.2,f
e,Tiny,Others,Scaly,31.49,f
e,Tiny,Flat,Wrinkled,2.67,f
p,Small,Flat,Dry,8.34,f
e,Tiny,Convex,Leathery,9.96,f
e,Tiny,Flat,Hairy,6.68,f
p,Small,Bell,Hairy,1.58,f
p,Medium,Convex,Dry,19.98,t
p,Medium,Convex,Textured,31.54,f
p,Small,Convex,Grooved,2.65,f
p,Medium,Convex,Smooth,27.85,f
e,Small,Conical,missing,21.39,f
e,Tiny,Convex,Scaly,24.38,t
e,Small,Sunken,missing,22.54,f
p,Small,Convex,missing,11.95,f
p,Medium,Convex,Textured,13.6,f
e,Tiny,Sunken,missing,17.01,f
p,Small,Convex,Textured,8.63,t
e,Tiny,Convex,missing,8.31,t
e,Tiny,Flat,missing,15.52,f
p,Small,Convex,Textured,6.28,f
e,Tiny,Punctate,Grooved,1.51,f
e,Tiny,Conical,Grooved,1.59,f
e,Tiny,Convex,Silky,6.28,f
p,Small,Punctate,Silky,11.19,t
p,Medium,Convex,Textured,28.54,f
p,Moderate,Bell,Grooved,3.16,f
p,Moderate,Bell,Grooved,3.87,f
e,Tiny,Flat,Silky,12.12,f
e,Tiny,Convex,missing,9.14,f
e,Tiny,Flat,missing,3.98,f
p,Small,Others,missing,28.08,f
p,Small,Flat,Textured,4.08,f
p,Moderate,Sunken,Silky,8.81,f
p,Medium,Convex,missing,8.83,f
e,Tiny,Convex,Silky,11.98,f
e,Small,Flat,Textured,5.19,f
e,Tiny,Convex,Hairy,6.26,t
p,Medium,Convex,Smooth,25.85,f
p,Small,Convex,Silky,4.96,f
p,Medium,Bell,Textured,6.96,t
e,Tiny,Convex,Hairy,19.6,t
p,Moderate,Flat,Textured,18.43,f
e,Tiny,Flat,Hairy,10.81,f
p,Small,Flat,Textured,3.97,f
e,Small,Conical,Hairy,12.22,f
p,Moderate,Conical,Smooth,12.78,f
p,Medium,Others,missing,34.82,t
p,Moderate,Others,Sticky,15.27,f
e,Tiny,Convex,missing,24.44,f
p,Small,Flat,Silky,5.56,f
p,Small,Others,missing,28.53,t
p,Small,Flat,missing,6.11,f
p,Small,Flat,Sticky,30.54,f
p,Small,Convex,missing,8.55,f
e,Tiny,Convex,Dry,11.21,f
p,Moderate,Flat,Dry,32.15,f
e,Tiny,Sunken,Leathery,8.79,f
p,Moderate,Convex,missing,1.07,f
e,Tiny,Others,missing,19.49,f
p,Moderate,Convex,Iridescent,7.23,f
p,Medium,Convex,Smooth,9.63,t
e,Tiny,Convex,Dry,37.27,f
e,Tiny,Flat,Scaly,12.67,t
p,Medium,Convex,Hairy,6.31,t
e,Tiny,Convex,missing,23.09,f
e,Tiny,Convex,Grooved,0.97,f
p,Medium,Conical,missing,3.56,f
p,Small,Convex,Grooved,0.86,f
e,Tiny,Convex,Scaly,18.47,t
e,Tiny,Convex,Dry,13.01,f
e,Tiny,Convex,Sticky,10.56,f
e,Tiny,Convex,Silky,15.7,t
p,Small,Convex,Grooved,0.78,f
e,Tiny,Convex,Scaly,10.28,f
e,Tiny,Punctate,Scaly,18.83,t
p,Medium,Convex,Dry,5.69,t
p,Medium,Sunken,Dry,5.87,f
p,Small,Convex,Iridescent,12.44,f
e,Tiny,Flat,Textured,7.83,f
e,Tiny,Sunken,Textured,18.48,f
p,Small,Convex,Scaly,13.94,t
p,Moderate,Convex,Grooved,0.64,f
p,Small,Others,Leathery,0.0,f
p,Small,Punctate,missing,36.51,f
p,Small,Others,Textured,0.0,f
p,Medium,Sunken,Sticky,33.64,f
p,Small,Convex,Textured,7.4,f
e,Tiny,Convex,missing,8.25,t
e,Tiny,Convex,missing,7.2,f
p,Medium,Convex,Smooth,24.91,t
p,Moderate,Others,missing,30.78,t
p,Small,Others,Silky,0.0,t
p,Small,Flat,Wrinkled,5.77,f
e,Tiny,Convex,Scaly,11.12,f
e,Tiny,Convex,Hairy,6.01,t
p,Moderate,Convex,Iridescent,7.06,f
e,Tiny,Sunken,Wrinkled,16.92,f
p,Small,Convex,missing,12.09,f
e,Tiny,Convex,missing,14.26,f
e,Small,Others,Scaly,20.58,f
e,Tiny,Flat,Silky,13.59,t
e,Tiny,Sunken,Textured,17.69,f
e,Tiny,Sunken,missing,6.07,f
p,Small,Convex,Scaly,3.38,t
e,Small,Convex,Hairy,6.26,t
e,Tiny,Convex,missing,8.27,f
p,Medium,Sunken,Dry,6.48,f
e,Tiny,Flat,Iridescent,12.52,t
e,Tiny,Convex,Silky,10.51,f
e,Small,Convex,Hairy,13.59,t
p,Moderate,Convex,Textured,30.65,f
p,Medium,Sunken,missing,12.14,t
e,Small,Others,missing,21.41,f
p,Moderate,Conical,missing,3.23,f
p,Moderate,Convex,Dry,8.23,f
p,Moderate,Flat,missing,3.91,f
p,Moderate,Convex,Iridescent,14.21,f
p,Medium,Others,missing,25.96,f
p,Small,Punctate,Scaly,12.71,t
p,Medium,Convex,Scaly,11.34,t
p,Small,Convex,Smooth,10.93,t
e,Tiny,Convex,Smooth,20.15,f
p,Moderate,Conical,Textured,3.2,f
e,Tiny,Bell,Grooved,3.13,f
p,Moderate,Bell,Scaly,4.57,f
p,Moderate,Convex,Textured,7.74,f
p,Moderate,Bell,Textured,5.49,t
e,Small,Flat,Silky,12.23,f
e,Tiny,Flat,Grooved,1.04,f
e,Tiny,Convex,Scaly,16.33,t
e,Tiny,Convex,Silky,12.98,f
p,Small,Convex,Grooved,2.41,f
p,Medium,Convex,Grooved,1.4,f
p,Small,Bell,Textured,2.64,t
e,Tiny,Sunken,missing,6.68,f
e,Tiny,Convex,missing,14.25,f
p,Medium,Sunken,missing,11.96,t
p,Moderate,Convex,Scaly,10.01,t
p,Small,Convex,missing,4.74,f
p,Medium,Convex,Smooth,30.68,f
e,Small,Flat,Smooth,18.37,t
p,Moderate,Bell,Textured,2.57,t
e,Tiny,Convex,Textured,10.7,f
p,Small,Convex,missing,23.38,f
e,Tiny,Others,missing,18.29,f
e,Tiny,Flat,Silky,30.18,f
p,Medium,Convex,Sticky,2.84,f
p,Medium,Flat,Leathery,4.93,f
p,Medium,Flat,Dry,2.85,f
p,Moderate,Bell,Scaly,7.53,t
e,Tiny,Convex,Silky,10.83,f
p,Small,Conical,Smooth,11.77,f
p,Moderate,Bell,Grooved,2.9,f
e,Tiny,Flat,Grooved,3.05,f
e,Small,Convex,missing,12.64,t
p,Medium,Others,Silky,0.0,f
e,Small,Convex,Dry,13.06,f
e,Tiny,Flat,Iridescent,11.75,t
p,Moderate,Convex,Silky,15.65,f
e,Small,Convex,Silky,9.58,f
p,Small,Bell,missing,2.29,f
p,Medium,Convex,Dry,11.54,f
e,Small,Flat,Iridescent,13.5,t
e,Tiny,Flat,Silky,14.6,f
p,Medium,Convex,Grooved,0.74,f
e,Tiny,Sunken,Textured,17.33,f
p,Moderate,Others,Leathery,0.0,f
p,Medium,Sunken,Wrinkled,6.53,f
p,Moderate,Bell,Silky,8.01,t
p,Moderate,Bell,Textured,2.46,t
e,Tiny,Sunken,missing,23.31,f
p,Moderate,Convex,Dry,9.6,f
p,Moderate,Convex,Sticky,28.99,f
p,Moderate,Convex,Iridescent,7.94,t
p,Small,Flat,missing,14.64,f
e,Tiny,Convex,Dry,15.11,f
e,Tiny,Convex,Textured,12.15,f
p,Moderate,Bell,Textured,5.83,t
e,Tiny,Convex,Hairy,14.31,t
e,Tiny,Punctate,Scaly,10.75,t
e,Tiny,Convex,Hairy,13.82,t
e,Tiny,Convex,Silky,13.96,t
e,Tiny,Convex,Textured,15.66,t
e,Tiny,Conical,Hairy,11.86,f
e,Tiny,Convex,Hairy,21.69,f
e,Tiny,Convex,Silky,22.77,f
p,Medium,Sunken,missing,4.78,f
p,Moderate,Flat,Textured,13.03,f
p,Small,Flat,Textured,14.16,f
e,Small,Conical,Hairy,13.96,f
e,Tiny,Sunken,Textured,17.47,f
e,Tiny,Flat,Hairy,12.18,f
p,Medium,Flat,missing,4.35,f
e,Tiny,Sunken,missing,19.67,f
p,Small,Flat,Dry,6.66,f
e,Tiny,Conical,Grooved,0.9,f
p,Medium,Convex,Silky,15.89,f
p,Small,Flat,Sticky,2.81,f
e,Tiny,Bell,Grooved,3.23,f
e,Tiny,Sunken,missing,7.38,f
e,Small,Punctate,Scaly,21.79,t
p,Moderate,Flat,Sticky,3.46,f
p,Moderate,Bell,Textured,6.28,t
e,Tiny,Flat,Smooth,20.02,t
p,Medium,Convex,Textured,6.9,f
p,Moderate,Conical,Iridescent,9.25,f
e,Tiny,Convex,Dry,9.01,f
p,Moderate,Convex,Textured,8.34,t
p,Moderate,Sunken,missing,5.86,f
p,Moderate,Others,missing,33.4,t
e,Small,Flat,Dry,4.77,f
e,Tiny,Sunken,missing,20.18,f
e,Tiny,Sunken,Silky,11.7,f
p,Moderate,Others,Silky,0.0,t
e,Tiny,Sunken,Textured,17.19,f
p,Moderate,Convex,Smooth,12.62,f
p,Medium,Sunken,Wrinkled,4.55,f
e,Tiny,Bell,Grooved,3.34,f
e,Tiny,Flat,missing,19.46,t
p,Medium,Bell,Scaly,4.15,f
p,Moderate,Flat,missing,6.89,f
e,Tiny,Convex,Silky,11.81,f
e,Small,Convex,Hairy,15.16,t
e,Tiny,Flat,Silky,7.26,f
p,Medium,Flat,Hairy,19.16,t
p,Medium,Flat,Wrinkled,10.09,f
p,Moderate,Convex,missing,11.75,f
e,Tiny,Bell,Grooved,3.18,f
p,Medium,Convex,Silky,16.58,f
e,Tiny,Flat,Dry,5.81,f
p,Moderate,Bell,Scaly,18.52,f
e,Small,Convex,Scaly,27.09,t
p,Medium,Convex,missing,13.28,f
e,Tiny,Convex,Hairy,14.85,t
p,Medium,Convex,Iridescent,2.49,f
e,Tiny,Convex,missing,7.11,f
p,Small,Others,missing,27.19,t
p,Medium,Bell,Textured,2.36,t
e,Tiny,Sunken,Silky,22.57,f
p,Moderate,Punctate,Textured,2.74,t
p,Medium,Convex,missing,6.66,f
p,Fairly Large,Bell,Textured,4.24,f
e,Tiny,Punctate,Silky,18.7,t
p,Small,Convex,missing,6.27,f
e,Tiny,Punctate,Dry,33.65,f
p,Moderate,Flat,Leathery,4.94,f
e,Tiny,Flat,Dry,25.86,f
e,Tiny,Flat,missing,14.39,f
e,Tiny,Convex,Sticky,9.11,f
p,Small,Convex,Scaly,10.68,t
e,Tiny,Flat,Iridescent,14.33,t
p,Medium,Convex,Grooved,1.34,f
e,Tiny,Flat,Iridescent,12.3,t
p,Moderate,Convex,Dry,5.98,t
e,Tiny,Convex,missing,17.37,f
e,Small,Flat,missing,4.35,f
p,Moderate,Convex,Smooth,21.03,t
e,Tiny,Sunken,Leathery,8.73,f
p,Moderate,Flat,missing,4.07,f
p,Moderate,Convex,Scaly,3.84,t
e,Small,Flat,Textured,7.51,f
e,Tiny,Convex,Hairy,23.31,f
p,Moderate,Convex,Silky,6.79,f
p,Moderate,Bell,Textured,2.27,t
p,Moderate,Sunken,Dry,9.23,f
p,Small,Convex,Grooved,1.54,f
p,Moderate,Bell,Textured,3.93,f
e,Tiny,Convex,Silky,11.68,f
p,Small,Flat,missing,14.65,f
p,Moderate,Others,Silky,0.0,t
e,Tiny,Convex,Scaly,6.77,f
p,Medium,Convex,Grooved,18.87,t
e,Tiny,Flat,Hairy,5.46,f
e,Tiny,Sunken,missing,16.77,f
p,Moderate,Convex,Scaly,3.83,t
e,Tiny,Convex,Silky,18.97,t
p,Medium,Others,missing,25.75,f
p,Small,Bell,Hairy,1.37,f
p,Moderate,Bell,Scaly,3.38,t
e,Tiny,Others,missing,24.05,f
p,Small,Bell,Dry,4.82,f
p,Moderate,Bell,Textured,2.26,t
p,Moderate,Sunken,Dry,10.24,f
e,Tiny,Convex,Textured,9.14,f
e,Tiny,Punctate,Dry,32.62,f
e,Small,Convex,missing,6.11,f
p,Small,Bell,Scaly,3.37,t
p,Small,Convex,Grooved,2.71,f
e,Tiny,Convex,Silky,17.44,t
p,Medium,Punctate,Textured,2.6,t
p,Medium,Convex,Silky,17.26,f
e,Tiny,Convex,Textured,12.65,f
p,Moderate,Others,missing,27.57,t
p,Moderate,Flat,Dry,33.73,f
e,Tiny,Flat,Scaly,18.81,t
p,Medium,Convex,Wrinkled,7.25,f
e,Tiny,Convex,missing,3.48,f
e,Tiny,Flat,Textured,12.53,f
p,Moderate,Convex,Grooved,1.07,f
p,Medium,Sunken,Dry,39.08,f
e,Tiny,Flat,Scaly,11.0,t
p,Moderate,Convex,Hairy,16.01,t
p,Small,Convex,Grooved,1.36,f
p,Moderate,Flat,Dry,5.7,t
p,Moderate,Convex,missing,27.69,f
p,Moderate,Sunken,Textured,14.14,t
p,Moderate,Convex,Iridescent,17.16,f
p,Medium,Sunken,Silky,8.16,f
e,Tiny,Others,Scaly,36.43,f
e,Tiny,Convex,Silky,9.69,f
e,Tiny,Flat,Smooth,20.29,t
p,Fairly Large,Convex,missing,19.43,f
p,Medium,Others,Textured,0.0,f
e,Tiny,Sunken,Textured,17.0,f
p,Moderate,Sunken,Textured,14.4,f
p,Moderate,Flat,Leathery,5.17,f
e,Tiny,Convex,Scaly,17.88,t
e,Tiny,Sunken,Scaly,3.56,f
e,Small,Conical,Grooved,1.74,f
p,Moderate,Convex,Silky,18.67,f
e,Tiny,Flat,missing,23.1,f
p,Medium,Flat,Hairy,13.85,t
p,Medium,Convex,Scaly,10.51,t
e,Tiny,Punctate,missing,12.7,f
p,Medium,Convex,Smooth,10.09,t
p,Moderate,Convex,Scaly,12.09,t
e,Small,Convex,Dry,13.06,f
e,Tiny,Sunken,missing,22.17,f
p,Moderate,Bell,Wrinkled,5.04,f
e,Tiny,Bell,Grooved,3.41,f
e,Tiny,Others,missing,23.3,f
e,Tiny,Convex,Textured,22.22,f
e,Tiny,Convex,Silky,17.87,t
p,Medium,Flat,Dry,3.02,f
p,Medium,Convex,Textured,28.98,f
e,Tiny,Sunken,Scaly,2.74,f
e,Tiny,Flat,Silky,31.66,f
e,Tiny,Convex,Hairy,6.45,t
p,Moderate,Bell,Grooved,3.8,f
e,Small,Flat,Textured,11.82,f
e,Tiny,Convex,Iridescent,17.58,t
p,Moderate,Sunken,missing,5.68,f
p,Moderate,Convex,Dry,2.46,f
p,Medium,Others,Leathery,0.0,f
p,Moderate,Convex,Smooth,8.89,t
p,Medium,Convex,Silky,7.54,f
p,Small,Convex,Textured,31.66,f
e,Tiny,Convex,Scaly,9.73,t
p,Medium,Flat,Hairy,17.29,t
e,Tiny,Flat,Smooth,19.63,t
p,Medium,Flat,Wrinkled,5.4,f
e,Tiny,Convex,Textured,12.75,f
p,Medium,Convex,Grooved,2.39,f
p,Medium,Convex,Textured,24.1,f
p,Fairly Large,Convex,Silky,8.21,f
e,Tiny,Flat,Dry,35.62,f
p,Medium,Sunken,Textured,13.65,t
p,Small,Sunken,Dry,8.86,f
p,Medium,Convex,Silky,8.36,f
e,Tiny,Convex,missing,20.33,f
e,Tiny,Convex,Scaly,26.3,t
p,Moderate,Sunken,Hairy,12.93,f
p,Medium,Sunken,Dry,33.68,f
e,Tiny,Convex,Silky,11.92,t
p,Medium,Convex,Silky,9.06,f
e,Small,Convex,Silky,18.13,t
e,Tiny,Convex,missing,9.45,f
e,Small,Convex,missing,27.36,f
e,Tiny,Convex,Textured,24.22,f
p,Medium,Bell,Textured,13.62,t
e,Small,Sunken,Smooth,24.17,f
p,Moderate,Punctate,Scaly,18.7,f
p,Medium,Convex,Textured,32.43,f
e,Small,Convex,missing,4.52,f
p,Moderate,Punctate,Textured,2.55,t
e,Tiny,Convex,missing,9.32,t
p,Fairly Large,Convex,Scaly,3.42,t
e,Tiny,Flat,Hairy,7.06,f
p,Medium,Bell,Grooved,2.93,f
p,Fairly Large,Conical,Textured,3.73,f
e,Small,Others,Scaly,44.34,f
e,Tiny,Flat,Textured,6.74,f
e,Tiny,Convex,missing,4.7,f
e,Small,Bell,Scaly,3.17,f
p,Moderate,Sunken,Dry,10.17,f
p,Moderate,Convex,Smooth,28.66,f
p,Medium,Convex,Silky,13.82,f
p,Moderate,Punctate,Textured,2.5,t
e,Tiny,Flat,Silky,16.4,f
p,Small,Convex,Hairy,5.9,t
p,Small,Others,Textured,0.0,f
p,Medium,Punctate,Scaly,14.04,t
e,Small,Convex,Hairy,14.76,f
e,Tiny,Convex,Silky,17.51,t
p,Moderate,Convex,Dry,8.61,f
p,Moderate,Convex,missing,4.2,f
e,Tiny,Convex,Hairy,6.58,t
p,Medium,Bell,missing,2.49,f
e,Tiny,Convex,Textured,7.18,f
p,Medium,Others,missing,23.76,f
p,Moderate,Convex,Scaly,11.24,t
p,Moderate,Punctate,Textured,2.75,t
p,Medium,Convex,Sticky,30.73,f
p,Moderate,Convex,Iridescent,2.57,f
p,Fairly Large,Convex,Grooved,2.58,f
p,Medium,Others,Sticky,14.74,f
e,Tiny,Flat,missing,3.55,f
p,Fairly Large,Convex,Grooved,0.97,f
e,Small,Convex,missing,8.56,f
p,Moderate,Flat,Sticky,26.37,f
e,Tiny,Convex,Silky,22.43,f
p,Medium,Punctate,Textured,2.43,t
p,Medium,Bell,Textured,5.83,f
p,Medium,Bell,Hairy,1.47,f
p,Medium,Flat,missing,12.03,f
p,Moderate,Sunken,missing,12.26,t
p,Moderate,Punctate,Textured,2.39,t
e,Tiny,Convex,Silky,13.7,f
e,Tiny,Convex,missing,20.97,f
e,Tiny,Convex,missing,8.53,f
p,Fairly Large,Bell,Scaly,4.38,f
e,Small,Others,missing,20.81,f
p,Moderate,Conical,Smooth,13.66,f
e,Tiny,Convex,Grooved,2.15,f
e,Tiny,Convex,missing,5.07,f
p,Moderate,Conical,Textured,3.39,f
p,Medium,Sunken,Sticky,4.2,t
p,Fairly Large,Convex,Grooved,16.88,t
e,Tiny,Flat,Smooth,23.5,f
e,Tiny,Convex,Hairy,11.66,f
e,Tiny,Sunken,missing,27.72,f
p,Medium,Convex,missing,10.39,f
p,Small,Flat,Sticky,4.72,t
p,Moderate,Convex,Textured,26.91,f
e,Small,Bell,Grooved,3.38,f
e,Tiny,Convex,Silky,9.72,f
p,Small,Bell,missing,2.45,f
p,Medium,Convex,Smooth,9.37,t
p,Moderate,Convex,Textured,6.44,f
e,Small,Flat,Scaly,3.08,f
p,Moderate,Bell,Hairy,7.38,t
e,Tiny,Convex,missing,8.92,f
p,Medium,Convex,Silky,5.22,f
e,Tiny,Convex,missing,25.18,f
p,Moderate,Bell,Textured,11.19,t
e,Small,Others,Scaly,39.58,f
p,Medium,Sunken,Dry,2.46,f
p,Medium,Others,missing,32.57,t
e,Tiny,Punctate,Scaly,12.35,t
p,Moderate,Punctate,missing,34.63,f
e,Small,Convex,Dry,10.24,f
e,Small,Sunken,Textured,17.38,f
e,Tiny,Bell,Grooved,3.86,f
e,Tiny,Convex,Scaly,9.94,f
e,Small,Convex,Dry,14.56,f
p,Moderate,Bell,Textured,5.14,f
p,Medium,Convex,Dry,24.75,t
e,Tiny,Convex,Hairy,4.8,t
e,Small,Flat,missing,20.49,f
p,Medium,Convex,Iridescent,7.64,t
p,Moderate,Convex,Textured,16.23,f
p,Moderate,Convex,Scaly,13.29,t
e,Small,Sunken,missing,6.82,f
e,Tiny,Convex,missing,7.9,f
p,Medium,Convex,Silky,6.17,f
e,Tiny,Convex,missing,18.59,t
p,Moderate,Convex,Textured,18.09,f
p,Moderate,Convex,Smooth,10.38,t
e,Small,Others,Scaly,53.97,f
p,Medium,Convex,Textured,7.75,t
e,Tiny,Convex,Wrinkled,2.43,f
p,Moderate,Others,missing,13.09,f
e,Tiny,Convex,Scaly,17.74,t
p,Medium,Sunken,Textured,17.6,t
p,Moderate,Convex,Hairy,17.89,t
e,Small,Flat,Scaly,24.53,t
e,Tiny,Convex,missing,7.92,f
p,Medium,Convex,Scaly,3.44,t
p,Moderate,Convex,missing,2.51,f
p,Medium,Bell,Textured,4.86,f
p,Medium,Convex,missing,4.22,f
p,Moderate,Bell,Grooved,3.0,f
e,Tiny,Sunken,missing,14.94,f
p,Moderate,Sunken,Hairy,11.66,f
e,Tiny,Flat,Silky,12.94,t
p,Medium,Bell,Wrinkled,4.67,f
p,Moderate,Sunken,Wrinkled,5.67,f
p,Medium,Sunken,missing,4.89,f
p,Medium,Convex,Grooved,1.72,f
e,Small,Convex,missing,6.21,f
e,Tiny,Others,Scaly,23.14,f
p,Moderate,Bell,Grooved,3.33,f
p,Moderate,Convex,missing,3.98,f
p,Medium,Convex,Silky,16.15,f
p,Moderate,Convex,missing,13.39,f
e,Tiny,Flat,Hairy,10.08,f
e,Tiny,Flat,Wrinkled,2.58,f
e,Tiny,Convex,Hairy,6.33,f
e,Small,Others,Scaly,41.43,f
p,Medium,Sunken,Silky,8.62,f
e,Tiny,Convex,missing,4.19,f
p,Medium,Convex,Grooved,12.94,t
p,Moderate,Convex,Silky,13.65,f
e,Tiny,Convex,Hairy,4.44,t
