Seating Capacity,Average Meal Price,Social Media Followers,Revenue
52,55.79,20169,669639.19
55,53.43,51443,670350.72
89,33.42,28516,670449.16
45,65.11,28821,670707.02
81,35.84,67571,670857.95
84,34.23,84828,670881.39
50,59.23,27930,670981.24
72,40.13,68109,671400.93
68,44.09,27170,671442.92
47,62.65,15247,671570.7
48,60.45,30319,671584.95
83,34.73,81537,671587.11
81,35.99,28337,671727.32
60,49.06,24862,671889.26
75,38.66,51684,672132.26
84,34.64,76791,672427.77
46,65.15,41778,672590.5
88,32.93,31667,672811.07
69,43.08,31466,673291.08
72,40.42,55033,673354.53
50,59.95,21341,673420.4
62,47.67,25399,673640.05
74,39.92,20889,673672.23
53,55.44,22177,673679.57
74,40.14,39159,673692.35
82,35.32,76331,673704.25
73,40.64,31097,673760.49
64,46.09,40494,673762.09
50,59.96,19597,673792.77
69,42.73,23412,674133.35
52,57.28,16605,674151.79
55,53.35,38390,674167.7
70,41.43,61972,674309.55
76,38.94,51255,674422.89
47,62.46,28654,674466.94
83,35.09,31081,674488.82
46,64.78,32902,674789.56
86,33.77,61750,675148.11
54,55.12,21818,675359.06
58,50.73,22546,675615.01
50,59.49,36827,675733.81
39,75.88,21079,675878.93
75,39.37,63172,675888.98
68,43.15,20543,675994.25
79,37.68,50786,676024.46
57,52.78,12764,676076.02
45,65.68,17807,676331.23
77,38.25,66679,676416.7
63,46.76,18704,676495.1
85,35.07,49201,676496.1
43,68.42,20537,676570.39
66,45.31,10970,676580.54
49,61.21,9986,676607.56
65,45.44,17639,676664.55
86,34.02,65748,676692.34
52,57.37,19898,676774.97
76,39.61,40515,676879.89
78,37.55,90112,676893.85
54,55.81,33444,676945.39
53,55.75,10887,677079.35
45,65.78,9448,677083.92
45,65.13,19542,677121.18
50,59.54,6940,677755.14
62,48.94,27838,677866.82
65,45.98,42643,678105.47
40,73.54,49073,678388.23
59,51.21,13187,678417.13
82,35.66,71601,678426.03
80,37.77,31763,678704.18
41,73.15,15883,678739.6
45,66.04,12496,678747.22
51,58.49,53056,679019.42
70,42.3,88239,679089.05
90,33.46,46451,679303.29
55,55.2,16669,679402.35
88,34.13,77291,679568.43
64,47.29,31816,679727.97
80,37.08,30458,679830.26
49,60.0,47834,679850.7
49,60.52,16255,679873.41
86,35.29,34630,679903.03
79,38.18,51004,680308.06
40,74.94,24240,680493.28
74,39.19,92018,680523.96
84,35.48,31974,680783.54
52,57.83,12708,681195.09
72,40.38,76698,681305.94
84,35.29,65925,681323.07
42,71.51,11578,681354.33
86,35.12,38534,681501.7
52,57.95,14830,681641.7
83,36.19,54576,681751.94
67,44.87,37693,681825.5
56,53.21,35932,682004.13
65,46.82,22715,682240.29
49,61.16,29676,682284.28
85,35.27,79391,682335.92
85,34.68,41850,682355.42
66,45.27,43559,682492.82
80,37.95,29571,682863.7
86,34.52,30386,682994.64
64,47.52,37325,683660.69
64,47.61,14073,683660.86
44,68.51,36813,683683.97
83,35.99,73854,683744.95
87,33.67,103299,683958.15
63,47.28,19485,684166.55
84,35.66,29771,684226.05
51,59.25,35761,684266.05
76,38.69,83905,684392.99
75,40.0,40214,684787.7
46,65.1,48362,684909.4
86,35.47,43608,685049.49
59,51.42,16826,685075.66
69,44.25,11084,685286.45
67,45.21,35887,685650.51
75,39.38,61912,685873.8
89,33.8,67742,685934.9
44,68.56,25658,685951.58
58,51.9,7740,685965.7
65,46.04,52540,686041.72
53,57.16,23565,686209.33
80,37.35,46451,686234.0
71,42.46,75267,686243.79
81,36.65,77267,686416.7
57,53.52,22027,686511.45
67,45.12,22211,686965.17
82,36.93,52972,687020.07
82,36.35,56254,687436.45
85,35.09,50397,687656.66
81,37.4,29656,687901.7
76,39.15,52766,687917.75
88,34.29,57338,687948.38
62,49.34,16953,687977.09
59,50.86,23796,688015.86
41,73.24,11541,688065.33
81,176.15276022250066,24515,688114.73
62,48.33,22446,688173.0
84,35.52,50135,688665.87
71,41.86,52458,688732.54
80,37.91,62884,688761.96
57,52.85,36208,688980.7
84,35.9,62036,689050.9
87,34.12,70377,689058.03
46,65.12,28236,689389.46
55,54.78,39710,689461.5
67,45.71,34083,689488.51
89,34.51,20379,689655.31
44,69.07,37296,689698.8
40,75.63,41659,689935.69
50,60.23,38460,690250.06
85,35.18,51769,690579.93
70,42.39,101939,690679.57
70,43.82,13209,690729.73
90,33.54,18148,690799.72
47,65.87,8212,690861.35
63,47.63,50745,690891.96
40,75.46,42321,690943.37
47,63.65,42070,690988.6
62,49.62,33885,691013.99
76,39.87,55220,691622.43
80,38.25,33589,691986.2
82,37.08,31309,691996.85
43,70.1,41203,692203.05
85,35.33,77438,692223.74
69,44.11,22406,692405.12
78,38.83,30051,692503.42
78,39.07,41395,692631.24
74,41.22,29992,692673.88
79,38.02,74686,693419.84
87,34.65,44551,693454.5
58,52.57,18943,693566.53
89,34.4,65379,693634.35
79,37.92,60598,693750.24
63,47.47,49664,693806.6
57,53.65,20504,693935.1
74,40.84,46393,693962.29
60,51.35,39544,694230.35
42,72.7,22789,694451.45
42,72.48,17771,694451.57
50,60.34,38941,694566.99
78,38.42,68029,694753.53
86,35.73,29963,694800.72
88,34.03,89403,695060.46
68,45.73,9413,695201.63
87,34.13,59153,695284.8
78,39.65,33576,695486.6
53,57.39,9759,695509.9
74,41.3,54737,695578.55
50,61.69,28494,695840.79
58,52.76,33329,695850.07
52,58.14,42119,696130.41
84,36.61,40445,696139.92
83,36.47,44835,696241.77
86,35.91,41611,696377.0
50,62.05,33775,696446.35
47,65.0,43720,696492.0
47,65.61,9851,696806.9
42,73.04,16755,696847.33
80,37.99,56740,696980.95
62,48.69,30179,697178.75
45,67.14,21714,697302.36
64,47.65,16491,697456.4
78,38.99,55863,697480.2
82,37.12,46589,697483.87
46,67.06,42282,697555.64
74,41.36,82251,697681.87
85,35.8,60100,697759.5
61,50.78,21702,698029.28
81,37.46,65703,698163.09
61,50.58,53482,698167.9
68,45.49,14250,698250.38
61,50.5,38686,698282.3
42,72.32,32968,698406.18
79,39.28,23922,698431.2
63,48.64,35203,698575.71
47,66.11,41252,698750.97
69,44.46,47967,698968.05
90,33.68,78881,699320.33
47,65.87,32459,699340.8
86,35.84,38840,699533.3
86,35.86,39909,699549.83
82,37.38,54595,699592.67
58,54.26,18162,699882.1
85,36.08,96335,700059.37
52,58.6,25198,700066.0
58,53.73,30628,700078.43
90,33.92,63872,700281.02
57,53.61,38760,700535.79
72,41.95,58564,700903.65
43,72.71,40643,700964.92
55,55.37,44610,701189.13
87,34.65,83686,701196.05
85,35.94,40068,701275.32
74,41.63,33096,701282.28
47,65.35,34872,701378.75
70,44.72,31100,701555.66
87,35.88,44778,701685.38
50,62.26,16308,701722.18
79,38.76,50717,701835.81
76,39.84,65462,702088.06
80,38.28,68603,702263.59
41,75.85,51153,702282.05
47,64.95,27166,702540.55
57,55.18,7260,702940.96
71,43.01,51187,703007.63
88,35.13,49585,703045.65
87,35.28,31497,703418.15
73,41.92,67189,703490.35
76,40.21,54613,703693.61
45,69.46,21101,703740.05
84,37.4,35492,703803.1
90,34.49,43066,703957.9
53,59.05,31725,703970.55
61,50.49,45943,704092.45
84,36.99,34807,704114.37
66,46.67,19570,704186.31
69,44.51,18306,704643.06
44,70.56,14903,704716.41
61,50.49,37961,704720.24
82,38.42,26996,704772.34
68,46.21,21192,704875.37
52,59.35,47803,705320.25
70,43.76,46332,705372.98
86,35.55,39379,705387.05
88,35.05,63350,705430.05
90,34.66,48472,705487.7
51,60.27,36125,705565.31
54,57.17,33043,705826.41
85,36.45,84293,705944.85
75,40.86,49248,706260.56
62,49.87,44312,706296.35
87,35.92,51442,706428.88
89,34.96,79276,706522.1
82,37.59,43953,706567.46
54,57.28,27081,706571.13
44,70.61,18962,706617.19
67,46.32,32535,706863.95
78,39.15,56860,707049.7
86,36.53,23001,707055.73
52,60.34,30536,707276.78
79,39.02,52842,707580.56
78,39.2,66418,707619.8
50,62.89,12762,707915.54
49,63.91,12648,707915.91
50,63.43,20781,708053.97
41,75.49,34487,709133.57
58,53.59,18323,709159.96
44,70.8,33718,709340.2
61,51.21,31507,709395.12
87,35.5,58332,709498.1
73,43.09,26833,709520.27
61,51.18,32294,709620.9
57,55.36,22023,709628.81
79,39.67,30513,709660.1
80,38.68,42539,710036.49
84,37.51,29527,710227.05
44,71.42,16793,710449.29
62,51.0,38145,710723.75
58,54.47,14849,711156.78
70,44.65,18792,711208.1
70,44.94,19918,711234.02
84,36.5,56065,711367.75
84,37.15,32908,711732.0
78,39.83,92110,711751.19
55,56.51,34807,711904.27
45,68.71,37157,711951.84
42,74.72,17290,712017.44
66,48.02,27153,712086.49
72,43.7,49863,712246.25
82,37.31,79439,712308.9
48,66.0,18675,712589.25
79,39.22,65962,712836.34
87,35.55,54157,712865.9
64,48.47,38924,712877.38
49,63.76,12080,712910.0
77,40.36,50365,91819.97954937523
79,39.01,30225,713107.19
74,42.77,43656,713215.63
57,55.64,22564,713330.44
59,52.24,31087,713394.37
44,70.29,38190,713492.25
84,37.12,44067,713627.13
49,65.32,16538,713863.66
88,35.34,54045,714120.39
53,58.46,31043,714170.33
61,51.71,25276,714173.49
47,67.56,38329,714287.57
74,42.07,61983,714291.74
83,37.37,82355,714359.13
49,63.95,10791,714393.35
88,35.63,24710,714683.03
60,53.24,6996,714738.2
48,64.73,26498,714929.76
73,43.16,72216,715146.58
77,40.41,42508,715871.98
75,41.68,27368,715892.76
77,40.87,43613,715908.93
65,48.48,22639,716061.07
88,35.68,56101,716147.85
52,61.91,21043,716315.95
49,64.95,29078,716395.6
84,36.85,87148,716436.35
61,52.12,19131,716525.87
84,38.16,22442,716727.58
56,57.33,18455,716729.28
58,53.88,20476,717005.96
79,39.31,63996,717146.32
70,44.84,33017,717654.25
89,35.06,58423,718175.19
48,66.85,24405,718248.3
61,52.27,23698,718391.92
44,71.53,30870,718582.54
42,75.0,15754,718715.7
77,40.58,86281,719137.25
74,42.25,63886,719266.3
47,67.61,22569,719311.79
84,38.34,13905,719324.55
70,45.5,28351,719338.55
51,62.55,35579,719394.85
79,39.8,37925,719435.15
70,45.5,23368,719446.4
57,55.35,26880,719952.25
74,42.04,60076,720364.52
48,66.57,47369,720514.0
83,38.25,23862,720566.1
68,46.92,20356,720715.88
55,57.23,15206,720904.18
80,40.45,23426,721069.8
71,45.03,35759,721156.84
80,39.58,82701,721230.59
87,36.03,86351,721290.87
73,43.1,50978,721494.1
61,52.54,24204,721585.36
78,40.73,60921,721608.17
42,75.32,26042,721743.42
79,39.83,66436,722205.89
86,36.73,51367,722331.21
67,47.38,35410,722737.06
90,35.61,23443,722956.09
71,44.01,92412,723044.31
50,64.03,39432,723221.13
89,35.29,98227,723300.93
52,61.2,38397,723492.25
80,39.32,40027,723619.95
50,64.02,18083,723751.63
64,49.37,34552,723843.73
74,42.84,22138,723884.36
48,66.01,22937,724066.8
77,40.57,65730,724182.21
68,47.24,36724,724252.64
88,36.2,44526,724436.4
52,61.38,29118,724457.18
70,45.88,54863,724675.75
90,34.75,65527,724717.1
58,54.93,15069,724793.51
61,52.97,22962,724834.49
49,65.29,6911,724976.8
48,66.94,30338,725392.86
62,51.96,33716,725552.88
76,41.64,64335,725899.21
74,43.04,54649,725903.23
58,55.54,15374,726025.12
67,47.08,46003,726393.77
82,39.09,67127,726437.7
63,50.4,34540,726508.1
83,38.11,63002,726544.27
62,51.67,19436,726587.13
58,54.83,15065,726615.08
79,39.89,53406,726839.89
61,51.92,35652,727061.84
65,48.26,43457,727253.43
46,70.01,23220,727265.34
65,49.33,15167,727421.99
64,50.5,25751,727444.55
51,63.49,23858,727572.6
70,45.88,72034,727637.9
69,45.97,34864,727645.94
74,43.23,64094,727672.71
48,67.1,35468,727751.5
59,54.02,16606,727837.12
70,45.11,14713,727920.72
63,51.29,39929,727975.81
50,65.08,14504,727977.62
77,41.11,45795,727989.89
63,51.12,21134,728161.62
83,39.05,34493,728185.55
77,40.95,31631,728228.9
50,65.08,16388,728338.72
69,46.59,21240,728441.06
67,47.22,48936,728591.3
82,38.73,27371,728671.03
74,43.05,50340,728756.95
48,66.35,25970,729109.55
79,40.12,60553,729399.19
78,40.41,63082,729425.17
44,74.09,19263,729463.1
53,60.86,11611,729478.11
43,73.98,42241,730122.07
63,51.16,37202,730138.24
58,55.79,36495,730167.82
87,36.63,64972,730268.76
53,60.21,22832,730319.44
53,60.3,18736,730341.6
50,64.59,25694,730487.54
74,190.4133726603292,49216,730500.86
84,38.01,45862,730508.73
75,42.9,58393,730578.55
62,52.75,12473,730730.15
87,37.47,29431,730858.37
64,50.15,21603,731688.3
81,39.65,37686,731985.7
50,64.95,37304,732048.9
70,45.81,31007,732086.55
87,36.88,87003,732099.25
79,40.63,52183,732451.07
67,48.0,24893,732682.65
48,66.1,48733,732822.35
85,37.44,40100,732864.54
85,37.53,75910,732900.53
63,51.47,33669,732932.59
49,65.0,38064,733018.7
65,50.29,19036,733105.7
61,52.52,15568,733173.34
73,43.82,44528,733248.14
58,56.26,25622,733273.98
75,42.85,54393,733436.0
44,74.13,31606,733516.77
67,48.79,45125,733754.19
55,58.39,42636,733976.13
44,73.34,42558,734021.74
55,57.72,49693,734112.17
81,39.23,74556,734211.01
82,39.01,82815,734392.11
72,45.33,65351,734555.99
82,38.73,39378,734765.05
53,61.53,36887,734793.19
50,64.8,29269,734798.95
70,45.4,68223,734800.05
84,38.75,37026,734931.05
87,37.14,63285,735339.21
87,36.3,71035,735479.65
87,37.84,27135,735541.57
70,46.61,44899,735564.81
45,72.31,12733,735684.62
44,73.35,23105,735702.95
48,68.28,24208,736068.4
59,54.4,26562,736112.4
80,40.47,51245,736227.1
58,55.3,35068,736324.1
61,54.06,27596,736410.46
50,65.33,39651,736512.87
81,40.07,65242,736519.93
71,45.55,44996,736849.2
54,59.35,31861,737283.3
85,37.81,37426,737310.18
54,60.07,15413,737351.04
47,68.78,14978,737383.12
49,65.71,23898,737438.51
44,73.18,31820,737440.54
86,37.46,90045,737562.23
84,38.42,62653,737618.57
51,64.79,16014,737654.17
51,63.13,16603,737662.69
46,70.52,42892,737784.74
45,72.73,26323,737856.09
87,36.97,53989,737965.71
62,52.46,30386,738268.48
81,39.47,38969,738282.15
70,46.23,17122,738493.95
66,50.27,15382,738536.0
82,39.04,61035,738743.97
55,59.5,29763,738962.15
89,36.66,68905,739180.31
52,62.23,20788,739240.22
45,71.95,13850,739249.85
85,38.72,29552,739287.9
70,45.81,44947,739458.57
90,36.25,64456,739529.05
62,52.58,15749,739713.25
70,46.61,35760,739759.96
76,43.56,26623,739934.57
48,68.41,29708,740019.96
59,55.32,23025,740114.51
83,38.55,66160,740154.45
52,62.5,32678,740271.9
72,45.32,90594,740615.88
73,44.27,53996,740703.07
48,67.36,38441,740968.93
90,35.42,90718,741029.74
70,46.91,26638,741198.15
51,64.4,41004,741218.0
61,54.25,11168,741254.9
70,46.12,52489,741346.67
63,51.64,34387,741387.91
55,59.51,33604,741467.6
60,54.95,41716,741537.05
76,42.3,67281,741602.15
89,36.3,66668,741776.1
88,36.88,38488,741821.92
59,55.47,24490,741889.96
67,48.29,40840,742016.68
62,52.63,46097,742020.75
66,48.89,32077,742097.04
86,38.5,25280,742110.0
63,51.65,33972,742117.0
90,35.81,52680,742132.44
85,38.48,35349,742248.65
87,36.79,79853,742268.0
74,43.4,54469,742274.95
44,74.31,35471,742294.53
69,47.77,21344,742324.43
48,68.44,21391,742348.25
86,38.51,29265,742963.67
59,55.28,37807,743062.23
74,43.6,32587,743304.75
70,46.88,69908,743374.24
59,55.79,5277,743444.48
90,36.41,40239,743534.21
45,72.75,41725,743622.0
49,67.27,36687,743829.87
50,65.97,19494,743948.2
50,64.52,37925,744159.87
90,36.75,61149,744513.7
67,48.84,12812,744544.96
71,45.57,50760,744791.22
45,72.07,34640,745007.53
83,40.0,27400,745059.0
63,51.38,31702,745059.88
81,39.88,38955,745254.35
56,58.5,18703,114178.35786808147
84,39.1,22064,745282.5
48,68.59,10171,745395.18
46,71.02,44296,745424.44
57,147.63153534684352,21537,745472.25
70,47.44,40578,745654.88
86,38.33,23980,745726.2
89,36.48,58900,745835.0
50,66.1,21423,745920.65
90,36.77,28354,746072.95
45,72.88,38610,746090.48
47,70.22,32870,746314.48
46,70.95,22729,746318.6
52,63.78,25646,746467.18
50,66.01,33449,746497.22
71,45.98,24171,746546.71
82,40.64,28808,746557.78
57,58.13,41471,746565.86
68,48.15,25456,746745.5
83,40.23,20996,746816.33
55,60.16,14570,746858.82
89,37.26,17674,747012.34
69,47.23,25557,747038.12
47,69.35,22812,747047.55
90,36.64,41210,747078.48
81,41.01,24812,747092.51
59,55.33,55002,747157.14
59,55.63,19884,747330.89
44,75.49,40057,747424.42
72,45.61,74544,747551.83
74,43.04,96860,747621.96
75,43.96,24813,747798.49
48,69.36,28111,748080.35
84,38.73,62746,748164.94
67,49.18,14853,748355.29
56,58.46,17651,748355.61
65,50.97,26227,748357.32
50,66.92,15353,748607.07
56,58.97,37852,748612.87
86,37.87,36745,748859.11
59,55.54,30655,748931.31
72,45.43,68685,749396.75
51,64.04,30277,749441.69
49,67.19,39501,749445.69
71,46.88,55813,749678.67
74,44.54,43120,749777.3
74,44.27,88797,750011.73
81,40.6,69084,750022.1
85,38.38,31737,750139.31
77,42.68,74858,750396.26
56,60.06,21401,750454.89
83,39.85,65762,750710.6
59,55.62,39869,750843.67
62,54.01,16138,750846.76
75,43.65,35959,751229.9
51,64.19,37868,751243.44
57,57.95,45670,751329.5
74,43.7,47231,751381.25
52,63.55,13323,751458.85
62,53.71,22439,751503.66
50,65.46,30330,751582.06
59,56.09,24524,751679.05
65,51.78,21719,751902.07
44,75.69,26374,751981.91
82,40.46,55775,752140.61
53,61.62,46198,752284.3
89,37.37,32468,752384.38
65,51.99,7292,752480.43
53,62.76,12607,752651.53
86,38.91,19454,752704.54
62,54.37,23686,752892.1
85,38.49,51344,753161.55
86,38.41,40420,753320.12
58,57.35,30114,753324.8
66,50.59,32939,753344.72
59,55.82,35907,753822.43
45,73.75,34660,753868.25
46,72.95,23098,754318.5
90,35.99,72189,754605.61
67,50.14,25772,754624.18
69,48.42,35438,754645.66
53,61.9,47321,754886.35
55,60.88,40042,755100.2
76,44.1,14195,755146.25
90,37.32,28749,755229.67
63,52.48,44571,755255.15
73,45.77,49291,755451.72
66,50.93,15219,755457.44
84,39.59,40385,755461.48
60,55.96,48134,755653.14
80,41.62,20535,755967.99
66,50.24,50763,755984.69
60,55.25,20406,756218.55
73,45.39,80326,756242.52
51,65.77,26211,756360.08
74,45.08,35540,756627.44
47,70.45,19833,756821.35
73,45.22,31933,756957.65
66,51.04,24790,757068.3
74,45.24,24723,757072.31
56,59.98,9726,757369.32
60,56.76,21709,757414.11
62,52.98,37733,757601.75
67,49.88,27490,757664.14
69,48.81,12591,757734.36
74,45.26,48828,757994.82
88,37.49,71835,758017.8
64,52.09,26675,758213.91
90,37.23,22047,758216.31
72,46.25,30931,758336.05
86,38.64,42438,758447.5
86,38.39,69383,758548.09
70,47.94,30337,758585.45
64,52.79,47037,758754.05
58,57.11,22916,758946.99
80,41.3,67338,759427.0
73,45.64,69642,759652.42
45,73.91,14775,759665.41
49,67.85,14277,759680.25
57,58.34,16562,759749.74
45,75.62,17515,759909.83
50,67.89,23775,759992.6
71,46.93,38400,760027.0
85,38.85,69547,760031.6
51,65.88,10797,760259.33
45,74.32,22521,760308.03
52,65.27,15451,760372.84
87,38.26,27600,760413.88
49,67.27,48859,760506.72
78,42.79,50032,760787.19
51,65.48,52762,760899.6
44,75.74,36999,761277.13
86,38.92,65665,761462.21
53,63.23,39933,761535.09
67,50.35,18945,761588.95
58,57.21,36009,761641.63
61,55.12,39088,761924.66
83,39.83,76228,761982.74
48,69.32,30755,762218.21
46,74.04,11394,762271.84
87,38.36,93935,762353.15
62,54.01,13410,762459.2
81,41.31,68907,762559.66
45,74.88,48190,762785.96
74,45.68,46442,762857.98
85,39.12,27613,762945.47
70,48.54,47993,763024.29
59,56.4,38827,763189.85
48,70.18,30483,763274.21
62,54.3,13143,763543.35
89,38.29,29213,763595.32
69,49.51,20892,763597.13
64,53.1,29535,763695.55
89,37.02,55126,763699.34
73,46.42,28197,763726.57
49,69.26,23229,764254.31
80,41.38,65903,764432.75
60,56.74,17718,764598.22
46,73.83,22012,764724.68
45,75.78,20704,764786.0
74,45.5,56907,764981.85
51,66.21,33899,765004.95
87,38.92,71658,765204.66
88,38.27,55113,765208.95
56,59.62,20867,765234.13
53,64.15,5947,765353.1
76,44.67,56522,765391.6
77,43.76,46967,765447.17
85,39.31,38818,765462.97
50,68.17,39205,765660.25
56,60.03,12404,765724.16
50,67.36,17351,765748.79
47,71.54,21006,765773.94
90,37.35,50756,765828.15
89,38.22,55109,765944.13
87,37.92,70962,766134.96
72,46.6,17741,766158.05
83,40.61,71667,766209.36
48,70.83,21898,766502.92
52,65.42,32785,766685.27
84,39.45,68139,766875.55
59,57.29,17193,766894.94
53,63.48,33446,767052.28
66,51.35,30528,767106.95
57,58.84,13678,767487.3
71,46.97,57091,767593.49
53,64.53,35390,767623.03
68,49.72,26986,767748.68
60,55.73,23723,767869.7
53,64.3,24961,768009.05
86,38.61,73018,768036.54
66,51.67,18515,768111.59
66,51.05,22001,768398.6
55,62.04,25682,768760.18
57,59.54,15696,768762.72
81,41.3,52801,769221.35
64,52.68,41820,769431.78
84,39.97,28111,769812.95
52,65.46,37770,769925.82
45,74.92,45892,769950.98
70,49.05,16409,769979.6
58,57.88,41476,770132.9
70,48.85,34652,770169.75
54,63.78,27280,770622.34
67,50.59,49560,770915.07
76,43.88,63682,771011.88
62,55.48,21664,771019.44
78,43.24,22017,771037.97
58,58.1,29477,771040.15
54,62.35,35365,771628.9
82,40.88,47772,771692.82
51,67.16,30234,771932.04
67,51.41,24691,772435.11
81,41.86,44141,772492.51
85,39.6,32567,772535.65
77,44.08,24190,772574.22
68,49.47,37696,772929.85
85,40.05,41187,773116.85
75,45.2,38234,773301.8
63,54.44,33201,773308.79
62,55.08,25714,773397.22
57,59.69,39531,773845.59
81,41.36,78695,774190.67
87,39.35,76160,774291.65
51,66.28,29440,774394.84
83,41.09,77350,774545.11
58,59.04,28405,774638.73
52,66.36,16984,774799.96
46,74.79,15984,774960.86
50,68.14,27345,775043.31
55,62.29,12262,775111.09
77,44.13,62939,775474.39
63,54.35,34988,775664.3
57,60.31,47912,775672.74
50,68.31,15399,775679.74
62,55.03,18438,775724.68
64,54.39,9845,775743.45
61,56.22,50425,775906.59
63,54.74,32132,776590.02
50,68.39,21934,776594.29
86,39.26,71704,776666.14
48,71.2,23826,776842.5
48,70.74,40294,776981.58
50,69.56,36368,777650.84
51,66.52,40923,777924.25
73,47.26,72109,778001.43
69,50.73,9096,778159.36
53,64.68,45611,73708.8826635792
89,38.23,42802,778316.13
48,71.66,49351,778330.91
65,53.02,23381,778576.03
86,39.84,33016,778828.4
87,39.09,53311,778879.82
50,68.23,21180,779251.22
73,47.63,20805,779385.73
53,64.15,22672,779565.05
89,38.69,44415,779631.68
89,38.97,22814,779637.45
55,63.49,16036,779741.65
86,39.09,62244,779815.24
82,41.53,55453,779960.24
76,45.21,81320,780073.4
50,69.5,28480,780529.5
67,51.36,34378,780695.94
81,41.44,85505,781051.33
86,40.09,64721,781474.3
84,40.98,29421,781510.29
70,49.43,50275,781547.63
84,41.49,30222,781617.69
90,38.12,65697,781776.81
59,58.5,17828,781787.9
57,61.21,23539,782236.84
88,39.29,20637,782439.36
78,44.44,44425,782572.39
59,59.15,36285,782601.1
88,38.87,101855,782605.91
59,58.16,29703,783009.13
66,52.27,30462,783296.32
75,45.21,56613,783835.55
79,43.96,37052,783874.36
84,40.8,52504,784016.5
89,38.35,46468,784017.4
74,46.35,67590,784264.75
77,45.86,24960,784283.74
48,72.01,27399,784495.68
69,49.9,24546,784729.4
66,52.13,53412,784773.09
53,65.4,30551,784809.25
55,63.39,14323,784817.15
71,49.1,25098,784835.1
53,65.3,25056,784886.5
60,57.62,35272,785010.08
80,42.64,74920,785235.26
47,74.32,24758,785418.78
80,43.34,35249,785423.33
76,45.2,54807,785810.35
48,73.09,36523,785981.73
74,45.82,88043,785983.15
60,57.45,40401,786130.4
57,61.89,19488,786258.11
50,69.61,50449,786262.5
57,61.61,25333,786467.49
87,39.4,47744,787048.5
48,73.29,22565,787048.68
63,54.21,46552,787053.14
54,65.0,12575,787308.25
90,38.46,39805,787550.29
52,67.7,11599,787955.95
87,39.31,61275,788056.68
51,68.11,13831,788267.69
82,42.16,22394,788281.62
83,41.11,80950,788339.63
77,45.35,52113,788481.9
61,56.45,37153,788582.2
76,45.58,49166,788590.08
58,60.4,10557,788945.15
66,53.37,23019,789043.63
88,39.17,67537,789076.94
53,65.86,13887,789655.59
84,41.15,33003,789954.15
74,47.21,27241,789980.1
47,73.22,32026,790072.06
50,69.85,8789,790193.1
52,67.87,26952,790247.67
86,40.38,59370,790467.84
55,63.07,46356,790560.66
74,45.87,88174,790654.91
89,39.25,60201,790690.05
75,45.86,57978,790753.16
64,55.16,40754,790777.86
67,52.98,29449,790805.87
53,66.15,14081,790832.35
53,65.81,36999,791011.86
54,64.49,15770,791436.19
90,38.24,79720,791586.86
83,42.27,14418,791942.97
88,39.47,61646,792006.76
89,39.34,54299,792041.01
87,39.53,57042,792043.69
61,57.38,40945,792544.65
90,39.1,56203,792795.15
70,49.56,41032,792920.66
56,62.61,28551,792995.34
70,50.44,22447,793191.47
82,42.08,68026,793312.38
64,54.5,32267,793397.35
89,39.17,41858,793558.94
54,64.76,17085,793774.45
63,55.95,35599,793905.55
55,63.81,19445,794272.98
72,48.55,49019,794316.35
86,40.46,79519,794346.13
81,42.77,24927,794405.47
89,39.71,37767,794471.0
58,60.32,20608,794580.34
64,54.74,47357,794693.31
70,49.74,32919,794699.29
72,48.35,48688,794905.35
70,49.96,32456,794978.32
70,49.88,98085,794987.39
86,40.6,24149,46221.92791110267
74,47.06,36246,795067.52
85,41.15,25897,795314.25
76,46.13,36807,795568.37
53,67.08,15573,795633.61
88,39.66,46119,795665.93
59,59.39,21037,795668.92
70,50.56,41563,795781.75
58,60.44,10748,796055.5
59,60.14,26289,796100.17
63,55.85,14083,796143.75
80,42.98,96417,796161.69
51,69.55,33550,796189.6
50,70.43,24824,796633.2
48,73.14,31610,796696.16
63,55.65,41234,796939.6
90,38.81,43479,797074.64
88,39.41,66110,797275.03
63,56.15,35147,797376.0
57,62.2,30252,797484.0
90,38.82,66099,797581.01
71,50.05,21626,797702.3
48,73.74,35830,797801.2
49,72.89,12313,797818.04
90,39.05,69531,797853.15
86,41.02,46191,798131.23
53,66.86,13201,798286.21
87,40.82,29478,798306.72
83,42.34,56670,798409.28
73,48.65,46991,798428.25
50,70.59,22708,798606.78
78,45.02,55688,798982.44
47,75.85,26853,799117.3
77,44.9,46890,799126.4
71,49.48,66466,799180.6
70,51.04,17917,799433.65
56,63.09,37167,799479.69
79,44.67,76228,799684.31
57,61.49,25356,799810.85
59,61.07,16686,799924.31
58,62.28,22000,800058.68
54,66.11,16885,800277.11
79,44.78,43060,800282.48
70,50.1,25006,800532.2
59,59.28,41179,800573.81
65,54.7,14764,800588.8
63,55.63,25112,800648.43
50,70.73,26832,800749.38
72,49.2,41290,800907.8
90,39.46,37256,801198.28
83,42.4,38492,801205.2
89,39.14,103635,801489.77
62,57.49,20121,801521.41
60,58.72,36425,801755.47
50,71.42,35367,801762.77
77,45.93,28677,801806.66
50,71.37,39807,801904.21
71,49.93,49177,801968.71
84,42.48,16194,802241.86
48,74.02,18882,802477.66
51,70.53,27921,802619.8
61,57.93,33520,802663.43
53,65.92,28067,802675.87
85,40.93,48693,802944.73
47,74.51,48115,802977.8
75,46.55,72959,803324.25
